id,responsable,campaña,fecha,latitud,longitud,rio,altura (msnm),velocidad_media (m/s),caudal (m3/s),conductividad específica (t ref. 25°c) (us/cm),oxígeno disuelto (mg/l o2),ph (u ph),sólidos disueltos totales (mg/l),sólidos suspendidos totales (mg/l),sólidos totales (mg/l),temperatura (c),calcio disuelto (mg/l ca),calcio total (mg/l ca),dureza total (mg/l caco3),magnesio disuelto (mg/l mg),magnesio total (mg/l mg),potasio disuelto (mg/l k),potasio total (mg/l k),sodio disuelto (mg/l na),sodio total (mg/l na),demanda bioquímica de oxígeno (mg/l o2),demanda química de oxígeno (mg/l o2),arsenico disuelto (ug/l as),arsenico total (ug/l as),cadmio disuelto (ug/l cd),cadmio total (ug/l cd),cobre disuelto (ug/l cu),cobre total (ug/l cu),cromo disuelto (ug/l cr),cromo total (ug/l cr),hierro disuelto (ug/l fe),hierro total (ug/l fe),manganeso disuelto (ug/l mn),manganeso total (ug/l mn),mercurio disuelto (ug/l hg),mercurio total (ug/l hg),niquel disuelto (ug/l ni),niquel total (ug/l ni),plata disuelto (ug/l ag),plata total (ug/l ag),plomo disuelto (ug/l pb),plomo total (ug/l pb),zinc disuelto (ug/l zn),zinc total (ug/l zn),arsenico suspensión (mg/kg as),cadmio suspensión (mg/kg cd),cobre suspensión (mg/kg cu),cromo suspensión (mg/kg cr),hierro suspensión (mg/kg fe),manganeso suspensión (mg/kg mn),niquel suspensión (mg/kg ni),plomo suspensión (mg/kg pb),zinc en suspensión (mg/kg zn),turbiedad (unt),plata suspensión (mg/kg ag),mercurio suspensión (mg/kg hg),ph (mv) (mv),salinidad (sal),saturación de oxígeno (%),alcalinidad total (mg/l caco3),cloruros (mg/l cl -),sulfatos (mg/l so4=),fósforo disuelto (mg/l po4),fósforo total (mg/l po4),nitrato (mg/l no3),nitrito (mg/l no2),nitrógeno amoniacal (mg/l nh4),nitrógeno total kjeldahl (mg/l n),carbono organico disuelto (mg/l),coliformes fecales (en nmp) (nmp/100 ml),coliformes totales (en nmp) (nmp/100 ml),cianuros libre (mg/l cn-),fenoles (mg/l c6h6o),sulfuros (mg/l s=),aerobios mesófilos totales (en ufc) (ufc/100 ml),coliformes fecales (en ufc) (ufc/100 ml),coliformes totales (en ufc) (ufc/100 ml),cianuros libre (cn-),sulfuros (s=),cianuros (mg/l cn-),color (u ptco),boro disuelto (ug/l b),boro total (ug/l b),selenio disuelto (ug/l se),selenio total (ug/l se),hidrocarburos totales (mg/l),boro suspensión (mg/kg b),selenio suspensión (mg/kg se),cobre total (cu),cromo disuelto (cr),cromo total (cr),hierro disuelto (fe),hierro total (fe),manganeso disuelto (mn),manganeso total (mn),mercurio disuelto (hg),mercurio total (hg),niquel disuelto (ni),niquel total (ni),plata disuelto (ag),plata total (ag),plomo disuelto (pb),plomo total (pb),selenio disuelto (se),selenio total (se),zinc disuelto (zn),zinc total (zn),fenoles (c6h6o),aerobios mesófilos totales (en ufc) (ufc/ml),hidrocarburos totales (),cadmio total (cd),cobre disuelto (cu),fósforo total (po4),arsenico total (as),boro disuelto (b),boro total (b),cadmio disuelto (cd),demanda bioquímica de oxígeno (o2),demanda química de oxígeno (o2),arsenico disuelto (as),magnesio total (mg),potasio disuelto (k),sodio disuelto (na),sulfatos (so4=),nitrato (no3),nitrito (no2),nitrógeno amoniacal (nh4),fósforo disuelto (po4),alcalinidad fenolftaleina (mg/l caco3),turbiedad (ntu),bismuto disuelto (ug/l bi),bismuto total (ug/l bi),talio disuelto (ug/l tl),talio total (ug/l tl),bismuto suspensión (mg/kg bi),talio en suspensión (mg/kg tl),presión parcial (mm hg),resistividad (ohm.cm),bismuto total (bi),talio disuelto (tl),talio total (tl),bismuto disuelto (bi),aerobios mesófilos totales (en nmp) (nmp/100 ml),cianuros (cn-),coliformes totales (en ufc) (),coliformes totales (en nmp) (),alcalinidad total (caco3),dureza total (caco3),magnesio disuelto (mg),potasio total (k),sodio total (na),nitrógeno total kjeldahl (n),aerobios mesófilos totales (en ufc) (),coliformes fecales (en nmp) (),coliformes fecales (en ufc) (),ph en laboratorio (u ph),sólidos sedimentables (ml/l),calcio disuelto (ca),calcio total (ca),cloruros (cl -),carbono orgánico total (mg/l)
549, Unidad de Monitoreo y Centro de Datos,Octubre 2012,2012-10-25 11:00:00,-23.5689,-60.5225,Pilcomayo,173.0,,,1634.0,4.2,7.8,1046.0,258.0,1304.0,26.2,112.2,112.2,502.4,48.37,53.97,11.63,11.63,168.29,182.69,5.6,73.47,5.0,9.0,0.05,1.0,2.0,14.0,0.1,45.0,443.0,8462.0,118.0,301.0,0.04,0.1,5.0,35.0,0.05,1.0,0.1,15.0,4.0,71.0,15.5,,46.51,174.42,31081.4,709.3,116.28,13.06,259.69,275.3,,,-52.0,0.6,55.1,232.3,201.19,349.84,0.091,1.02,0.32,0.026,0.35,1.106,,,,,1.0,0.001,,70.0,5300.0,,,,40.0,1005.0,1151.0,1.0,2.0,1.5,565.89,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550, Unidad de MOnitoreo y Centro de Datos,Septiembre 2012,2012-09-19 10:30:00,-21.2586,-63.5114,Pilcomayo,975.0,0.251,43.0,1402.0,,8.42,848.0,132.0,966.0,23.3,84.89,96.92,395.14,43.9,48.2,8.23,8.99,160.0,182.0,1.0,65.0,4.0,5.0,0.05,1.0,2.0,10.0,0.1,37.0,287.0,1075.0,3.0,68.0,0.049,0.115,3.0,29.0,0.05,1.0,0.1,9.0,2.0,51.0,7.58,,60.61,280.3,5969.7,492.42,196.97,5.83,371.21,17.9,,0.53,-90.0,0.5,,156.61,93.79,208.01,,,,,,0.02,,,,,1.0,,,,,,,,,833.0,944.0,1.0,4.0,,840.91,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551, Unidad de Monitoreo y Centro de Datos,Marzo 2013,2013-03-21 16:30:00,-22.3781,-62.5183,Pilcomayo,,,,446.0,5.34,7.8,564.0,3506.0,4180.0,27.6,51.0,,150.0,5.7,,5.0,,33.0,,2.0,3.0,2.0,23.0,0.05,0.05,1.0,72.0,0.1,70.0,175.0,62177.0,26.0,1506.0,,,2.0,96.0,0.05,0.05,0.1,90.0,1.0,307.0,5.99,,20.25,19.97,17684.54,422.13,26.81,24.24,87.56,1100.0,,,-56.0,0.0,69.3,94.0,35.0,99.0,,,3.0,0.05,0.05,,,,,,,,,,,,,,27.0,335.0,370.0,1.0,1.0,,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552, Unidad de Monitoreo y Centro de Datos,Marzo 2013,2013-03-21 06:45:00,-21.2586,-63.5114,Pilcomayo,,1.097,300.0,440.0,6.81,8.11,311.0,1474.0,1883.5,20.0,35.8,42.1,152.1,15.0,16.5,3.2,6.3,34.1,35.2,52.0,68.0,2.0,15.0,0.05,0.05,1.0,33.0,0.1,45.0,142.0,27054.0,2.0,764.0,,,2.0,53.0,0.05,0.05,0.1,41.0,5.0,269.0,8.82,,22.39,30.53,18257.8,516.96,34.6,25.64,179.1,835.0,,,-71.0,0.0,77.7,92.6,40.3,116.8,,,,,,,,,,,,1.0,,,,,,0.02,,339.0,360.0,1.0,1.0,,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553, Unidad de Monitoreo y Centro de Datos,Marzo 2013,2013-03-13 09:20:00,-21.2396,-65.2089,San Juan del Oro,2330.0,0.782,29.0,854.0,5.7,8.31,648.0,7073.0,7718.0,20.6,74.15,75.7,375.34,29.11,28.74,10.7,10.7,62.7,65.3,5.0,2.0,3.0,60.0,0.05,0.05,1.0,113.0,0.1,124.0,354.0,96050.0,3.0,1939.0,,,4.0,152.0,0.05,0.05,0.1,162.0,2.0,686.0,8.06,,15.83,17.53,13529.76,273.72,20.92,21.39,96.71,1100.0,,,-83.0,0.2,86.0,135.0,50.7,233.5,,,,,,,2.0,,,,,0.001,,,,,,,,2151.0,2404.0,1.0,1.0,,35.77,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554, Unidad de Monitoreo y Centro de Datos,Marzo 2013,2013-03-13 11:50:00,-20.7422,-65.2403,Tumusla,2315.0,0.874,21.0,949.0,5.15,8.21,762.0,3030.0,3791.0,23.6,71.55,73.11,435.39,29.85,30.58,10.7,10.8,69.2,69.2,5.0,2.0,4.0,32.0,0.05,0.05,1.0,64.0,0.1,61.0,285.0,50757.0,19.0,1098.0,,,5.0,89.0,0.05,0.05,0.1,108.0,4.0,600.0,9.24,,21.12,20.13,16657.43,356.11,27.72,32.11,196.7,472.0,,,-78.0,0.2,83.6,109.0,53.5,299.5,,,,,,,2.0,,,,,0.001,,,,,,,,1100.0,1189.0,1.0,1.0,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555, Unidad de Monitoreo y Centro de Datos,Marzo 2013,2013-03-19 12:20:00,-19.4719,-65.7936,Tarapaya,,0.673,2.0,638.0,,7.11,458.5,330.0,842.1,17.3,76.0,77.5,229.3,9.4,9.6,7.5,9.4,32.0,33.9,55.0,73.0,16.0,425.0,25.0,48.0,1.0,278.0,0.1,40.0,2381.0,20675.0,878.0,1205.0,,,15.0,44.0,0.05,13.0,0.1,379.0,6040.0,12760.0,1239.39,69.7,839.39,121.21,55436.36,990.91,87.88,1125.76,20363.64,396.0,39.39,,-13.0,0.1,,49.5,37.2,207.8,,,,,,,,,,,,1.0,,,,,,0.02,,275.0,291.0,1.0,1.0,,48.48,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-24 16:14:00,-19.602,-65.7346,De la Ribera,,,,198.0,4.23,7.21,82.0,10.0,113.0,14.1,27.5,28.1,80.7,2.86,3.05,3.13,3.73,12.9,27.8,10.0,15.0,11.0,12.0,0.5,11.0,2.0,25.0,0.2,7.0,132.0,275.0,9.0,25.0,0.068,0.448,2.0,25.0,0.1,13.0,0.2,3.0,60.0,78.0,100.0,1050.0,,700.0,14300.0,,,,1800.0,0.43,1300.0,38.0,-19.0,0.0,66.6,68.1,8.6,53.7,0.03,0.03,0.01,0.01,,,,50.0,110.0,,,1.0,,,,,,0.02,3.5,232.0,201.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-24 12:15:00,-20.4876,-65.6173,Tumusla,,0.772,8.0,685.0,5.02,8.15,422.5,330.0,830.0,15.8,48.6,49.6,293.0,41.2,45.6,5.33,6.86,48.1,49.6,29.0,37.0,2.0,9.0,0.1,11.0,2.0,25.0,0.2,23.0,254.0,18906.0,34.0,407.0,0.04,0.1,,,,,,,,,21.21,33.03,,69.7,56521.21,1130.3,,17.18,736.36,388.0,36.36,,-74.0,0.1,69.2,144.0,30.7,248.0,0.03,0.03,0.01,0.01,,,,70.0,140.0,,,,,,,0.02,1.0,,9.0,1068.0,1048.0,,,,,,,,,,,,,,,3.0,25.0,0.1,12.0,0.2,11.0,2.0,25.0,6.0,249.0,0.001,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-24 10:00:00,-20.8225,-65.6618,Cotagaita,,,,1460.0,5.93,8.01,1187.5,430.0,1750.0,12.0,110.0,113.0,763.0,117.0,121.0,7.29,7.8,77.5,96.4,28.0,35.0,1.0,38.0,0.8,12.0,2.0,36.0,0.2,25.0,454.0,18051.0,521.0,1209.0,0.04,0.1,60.0,93.0,0.1,13.0,0.2,19.0,47.0,243.0,86.05,26.05,83.72,58.14,40923.26,1600.0,76.74,27.23,455.81,355.0,30.23,,-64.0,0.5,74.5,63.5,38.1,792.0,0.03,0.03,0.01,0.01,,,,8.0,17.0,,0.001,1.0,,,,,,0.02,2.0,1924.0,2118.0,2.0,25.0,,451.16,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-28 15:35:00,-20.7424,-65.2422,Tumusla,,0.72,13.0,1105.0,5.07,8.34,932.0,402.0,1334.0,19.2,68.38,79.85,464.75,71.39,78.56,8.7,10.4,59.6,60.1,5.0,2.0,3.0,17.0,0.1,12.0,2.0,25.0,0.2,19.0,333.0,13087.0,16.0,377.0,0.063,0.1,7.0,27.0,0.1,29.0,0.2,11.0,8.0,188.0,34.83,29.6,,47.26,31726.37,898.01,49.75,5.72,447.76,366.0,72.14,,-85.0,0.3,72.8,110.0,61.4,555.4,0.21,0.55,1.94,0.02,0.06,1.4,6.0,,,0.002,0.001,0.001,50.0,20.0,30.0,,,,18.0,1448.0,1442.0,2.0,25.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-25 09:45:00,-19.5783,-65.8032,Aljamayu,,0.482,0.0,1173.0,5.68,7.38,820.0,387.0,1208.0,5.3,88.99,93.55,307.16,17.87,17.87,24.1,25.4,73.9,74.6,46.0,60.0,20.0,362.0,65.0,99.0,57.0,290.0,0.2,11.0,3417.0,26304.0,1751.0,3065.0,0.078,0.898,25.0,35.0,0.1,17.0,0.2,133.0,12234.0,25223.0,883.72,87.86,602.07,27.91,59139.53,3395.35,25.84,281.4,33563.31,204.0,43.67,2.12,-28.0,0.3,68.1,130.0,87.7,431.8,0.09,0.64,0.01,0.1,25.45,23.8,23.0,,,0.002,0.001,0.001,0.0,0.0,0.0,,,,37.0,655.0,559.0,2.0,25.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-25 11:00:00,-19.5783,-65.8033,Tarapaya,,0.702,2.0,607.0,5.38,6.96,396.0,143.0,538.0,11.3,53.18,55.49,186.72,11.7,12.54,8.6,8.6,353.9,368.3,5.0,15.0,19.0,152.0,16.0,33.0,6.0,102.0,0.2,8.0,2751.0,13753.0,621.0,1111.0,0.04,0.398,10.0,25.0,0.1,14.0,0.2,82.0,3366.0,6699.0,930.07,118.88,671.33,55.94,76937.06,3426.57,,513.29,23307.69,95.3,97.9,2.8,-5.0,0.0,76.7,335.0,41.1,228.1,0.12,0.71,1.47,0.09,5.77,8.4,10.0,,,0.002,0.001,0.001,0.0,0.0,1.0,,,,21.0,358.0,318.0,2.0,25.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-28 09:30:00,-19.3608,-65.1702,Pilcomayo,,0.957,12.0,970.0,5.52,8.49,646.0,218.0,864.0,16.1,53.18,53.18,216.77,20.39,21.24,6.3,7.7,109.7,112.0,5.0,5.0,7.0,41.0,0.5,20.0,3.0,31.0,0.4,22.0,295.0,5373.0,152.0,406.0,0.04,0.1,3.0,25.0,0.1,23.0,0.2,31.0,43.0,579.0,155.96,89.45,128.44,99.08,23293.58,1165.14,,113.3,2458.72,139.0,105.5,,-93.0,0.2,75.2,125.0,164.6,134.5,0.18,0.46,3.66,0.02,0.06,1.4,7.0,,,0.002,0.001,0.001,2.0,0.0,3.0,,,,13.0,814.0,803.0,2.0,25.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-23 15:10:00,-21.5044,-65.7068,Tupiza,,0.853,2.0,1308.0,5.2,8.41,1104.0,91.0,1193.0,19.0,92.18,93.55,590.13,87.41,88.67,8.9,9.1,94.3,94.3,5.0,11.0,1.0,3.0,0.2,11.0,2.0,25.0,0.4,10.0,469.0,1841.0,13.0,47.0,0.04,0.1,4.0,25.0,0.1,13.0,0.2,5.0,9.0,36.0,21.98,118.68,,105.49,15076.92,373.63,,,296.7,32.5,141.76,,-89.0,0.4,18.3,145.0,54.0,630.3,0.46,0.71,6.14,0.02,1.1,1.4,9.0,,,0.002,0.001,0.001,0.0,0.0,12.0,,,,5.0,2115.0,2130.0,2.0,25.0,1.2,164.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-22 14:25:00,-22.5257,-66.3475,Orosmayo,,0.534,0.0,659.0,4.73,7.96,442.0,44.0,487.0,16.3,26.59,27.74,104.15,9.17,9.17,9.5,9.5,93.6,94.3,10.0,13.0,3.0,12.0,33.0,48.0,7.0,222.0,0.2,12.0,152.0,1130.0,456.0,847.0,0.083,0.04,19.0,109.0,0.1,32.0,0.2,18.0,1919.0,3821.0,204.55,340.91,4886.36,272.73,22227.27,8886.36,2045.45,193.18,43227.27,20.1,727.27,,-63.0,0.1,73.1,45.0,120.1,107.5,0.06,0.46,0.54,0.02,0.06,5.6,10.0,,,0.002,,0.001,7.0,0.0,0.0,,,,16.0,3097.0,8146.0,2.0,25.0,,114750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-23 11:50:00,-21.5612,-65.6478,San Juan del Oro,,1.159,12.0,940.0,5.29,8.5,726.0,255.0,980.0,14.0,73.89,78.48,359.78,39.78,39.78,7.4,7.5,96.6,98.2,5.0,9.0,5.0,8.0,1.0,12.0,2.0,25.0,2.0,17.0,391.0,6863.0,6.0,118.0,0.04,0.1,4.0,25.0,1.0,13.0,1.0,7.0,7.0,52.0,11.76,43.14,,58.82,25380.39,439.22,,,176.47,164.0,47.06,,-92.0,0.2,71.1,145.0,50.6,370.7,0.18,0.55,2.75,0.02,0.09,2.8,8.0,,,0.002,0.001,0.001,12.0,0.0,5.0,,,,10.0,3212.0,3086.0,2.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-23 08:35:00,-22.0978,-65.5868,La Quiaca,,0.498,0.0,886.0,4.31,8.76,506.0,134.0,639.0,8.9,47.23,49.51,209.33,20.82,21.24,17.4,18.1,90.5,105.9,21.0,39.0,10.0,15.0,0.2,13.0,2.0,25.0,0.4,139.0,265.0,972.0,39.0,62.0,0.04,0.673,2.0,25.0,0.1,16.0,0.2,7.0,15.0,79.0,37.31,95.52,,1034.33,5276.12,171.64,,,477.61,67.2,119.4,5.0,-105.0,0.2,52.3,240.0,100.3,109.8,9.78,10.1,6.61,0.02,28.95,26.6,17.0,,,0.002,0.001,3.365,1500.0,0.0,10.0,,,,34.0,1080.0,1072.0,2.0,25.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569, Unidad de Monitoreo y Centro de Datos,Abril 2013,2013-04-29 09:00:00,-21.2396,-65.2089,San Juan del Oro,,0.698,11.0,1120.0,4.97,8.51,926.0,260.0,1186.0,16.4,85.34,87.62,420.8,49.06,49.9,6.7,8.1,73.1,79.1,5.0,4.0,4.0,7.0,0.1,12.0,2.0,25.0,0.2,13.0,480.0,5234.0,9.0,140.0,0.04,0.1,4.0,25.0,0.1,14.0,0.4,9.0,7.0,43.0,11.54,46.15,,49.23,18284.62,503.85,,8.85,138.46,159.0,53.85,,-94.0,0.3,67.5,150.0,44.2,489.3,0.21,0.55,2.05,0.02,0.06,0.7,7.0,,,0.002,0.001,0.001,300.0,3.0,30.0,,,,11.0,3092.0,2866.0,2.0,25.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571, Unidad de Monitoreo y Centro de Datos,Mayo 2013,2013-05-01 16:20:00,-20.9139,-64.1104,Pilcomayo,,0.662,81.0,848.0,5.42,8.59,610.0,70.0,680.0,28.0,35.8,38.09,246.76,34.3,34.3,6.0,8.0,75.4,77.6,5.0,6.0,3.0,6.0,0.1,13.0,2.0,25.0,0.2,11.0,272.0,2544.0,7.0,110.0,0.04,0.1,2.0,25.0,0.1,15.0,0.2,4.0,4.0,47.0,42.86,185.71,,154.29,32457.14,1471.43,,,614.29,76.6,214.29,,-103.0,0.2,75.5,125.0,91.2,276.5,0.09,0.4,1.14,0.02,0.06,1.4,7.0,,,0.002,0.001,0.001,0.0,0.0,10.0,,,,11.0,920.0,796.0,2.0,25.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572, Unidad de Monitoreo y Centro de Datos,Mayo 2013,2013-05-01 06:35:00,-21.2588,-63.5115,Pilcomayo,,0.424,85.0,869.0,5.55,8.51,608.0,76.0,684.0,24.5,40.38,41.53,251.59,32.2,32.2,7.9,8.0,79.1,79.1,5.0,3.0,3.0,6.0,0.1,13.0,2.0,25.0,0.2,12.0,277.0,2692.0,4.0,111.0,0.04,0.1,2.0,25.0,0.1,15.0,0.2,5.0,4.0,59.0,39.47,171.05,,155.26,31776.32,1407.89,,,723.68,83.6,197.37,,-97.0,0.2,69.5,110.0,105.3,266.3,0.09,0.4,0.23,0.02,0.06,2.8,7.0,,,0.002,0.001,0.001,140.0,0.0,20.0,,,,13.0,921.0,763.0,2.0,25.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-27 15:40:00,-22.6652,-62.2113,La Estrella,234.0,,,1066.0,6.31,8.27,866.0,584.0,1494.0,19.9,76.0,,329.0,34.0,,5.9,,110.0,,2.0,46.0,2.0,15.0,0.1,1.0,2.0,25.0,0.2,42.0,333.0,28067.0,17.0,577.0,0.04,0.1,3.0,25.0,0.1,1.0,0.2,31.0,2.0,59.0,22.26,,,71.92,47489.73,958.9,37.67,42.98,101.03,630.0,,,-81.0,0.3,72.0,122.0,114.0,364.0,,,2.0,0.06,0.05,,,2300.0,24000.0,,0.02,,,,,,,,11.0,714.0,864.0,2.0,25.0,76.0,256.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-27 12:25:00,-23.1383,-61.9637,La Estrella,218.0,,,1069.0,7.61,8.15,758.0,2076.0,2842.0,18.4,80.0,,338.0,34.0,,5.9,,110.0,,2.0,61.0,2.0,27.0,0.1,1.0,3.0,44.0,0.2,86.0,355.0,64664.0,2.0,1314.0,0.04,0.423,3.0,57.0,0.1,1.0,0.2,56.0,2.0,171.0,12.04,,19.75,41.43,30977.36,631.98,26.01,24.13,81.41,1025.0,,0.2,-75.0,0.3,84.4,133.0,114.0,364.0,,,2.0,0.06,0.05,,,2300.0,110000.0,,0.02,,,,,,,,12.0,696.0,873.0,2.0,25.0,187.0,85.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575, Unidad de Monitoreo y Centro de Datos,Julio 2013,2013-07-17 15:15:00,-24.409,-60.3342,La Estrella,175.0,,,1198.0,3.72,7.24,854.0,66.0,944.0,20.4,142.0,,403.0,12.0,,80.0,,84.0,,2.0,65.0,3.0,4.0,0.1,1.0,2.0,25.0,0.3,10.0,628.0,1981.0,185.0,288.0,0.04,0.1,5.0,25.0,0.1,1.0,0.2,3.0,3.0,25.0,15.15,,,146.97,20500.0,1560.61,,,,22.7,,,-24.1,0.5,41.8,173.0,40.0,401.0,0.68,,16.0,0.03,0.15,,,91.0,23000.0,,0.03,,,,,,,,102.0,718.0,841.0,2.0,25.0,39.0,1863.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-12 12:30:00,-25.2641,-57.7244,Pilcomayo,27.0,,,230.0,3.38,6.57,171.0,8.6,179.6,23.8,7.36,7.36,32.64,3.47,3.47,4.99,5.15,32.02,34.77,2.4,75.31,2.0,3.0,0.1,1.0,2.0,25.0,0.3,11.0,535.0,2815.0,41.0,84.0,0.04,0.1,2.0,25.0,0.1,1.0,0.4,3.0,4.0,25.0,,,,1244.19,265116.28,5000.0,,,,21.1,,,15.0,0.0,40.7,22.72,35.87,29.49,0.527,0.632,0.3,0.052,0.09,1.249,,,,,1.0,0.001,,5500.0,13200.0,,,,230.0,56.0,52.0,2.0,25.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577, Unidad de Monitoreo y Centro de Datos,Julio 2013,2013-07-17 09:05:00,-25.1486,-59.6794,Montelindo,,,,3720.0,7.08,9.05,2212.0,20.0,2276.0,18.3,69.0,,296.0,30.0,,60.0,,531.0,,2.0,15.0,10.0,11.0,0.1,1.0,10.0,25.0,0.4,9.0,309.0,1273.0,203.0,315.0,0.04,0.1,4.0,25.0,0.1,1.0,2.0,3.0,5.0,25.0,50.0,,,430.0,48200.0,5600.0,,,,20.8,,,-128.8,1.9,75.7,182.0,447.0,729.0,0.75,,3.0,0.03,0.07,,,36.0,23000.0,,0.02,,,,,,,,42.0,985.0,1172.0,2.0,25.0,33.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578, Unidad de Monitoreo y Centro de Datos,Julio 2013,2013-07-17 11:45:00,-24.6961,-59.818,Salada,122.0,,,2210.0,8.98,8.378,1515.0,104.0,1624.0,22.0,171.0,,511.0,20.0,,70.0,,221.0,,3.0,58.0,6.0,8.0,0.1,1.0,4.0,25.0,0.4,13.0,587.0,4402.0,14.0,159.0,0.04,0.1,6.0,25.0,0.1,1.0,0.2,3.0,3.0,25.0,19.23,,,121.15,36682.69,1394.23,,,,74.6,,,-91.4,1.1,107.3,173.0,187.0,546.0,0.41,,16.0,0.03,0.1,,,430.0,2100.0,,0.04,,,,,,,,90.0,1080.0,1319.0,2.0,25.0,52.0,2298.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
