id,responsable,campaña,fecha,latitud,longitud,rio,altura (msnm),velocidad_media (m/s),caudal (m3/s),conductividad específica (t ref. 25°c) (us/cm),oxígeno disuelto (mg/l o2),ph (u ph),sólidos disueltos totales (mg/l),sólidos suspendidos totales (mg/l),sólidos totales (mg/l),temperatura (c),calcio disuelto (mg/l ca),calcio total (mg/l ca),dureza total (mg/l caco3),magnesio disuelto (mg/l mg),magnesio total (mg/l mg),potasio disuelto (mg/l k),potasio total (mg/l k),sodio disuelto (mg/l na),sodio total (mg/l na),demanda bioquímica de oxígeno (mg/l o2),demanda química de oxígeno (mg/l o2),arsenico disuelto (ug/l as),arsenico total (ug/l as),cadmio disuelto (ug/l cd),cadmio total (ug/l cd),cobre disuelto (ug/l cu),cobre total (ug/l cu),cromo disuelto (ug/l cr),cromo total (ug/l cr),hierro disuelto (ug/l fe),hierro total (ug/l fe),manganeso disuelto (ug/l mn),manganeso total (ug/l mn),mercurio disuelto (ug/l hg),mercurio total (ug/l hg),niquel disuelto (ug/l ni),niquel total (ug/l ni),plata disuelto (ug/l ag),plata total (ug/l ag),plomo disuelto (ug/l pb),plomo total (ug/l pb),zinc disuelto (ug/l zn),zinc total (ug/l zn),arsenico suspensión (mg/kg as),cadmio suspensión (mg/kg cd),cobre suspensión (mg/kg cu),cromo suspensión (mg/kg cr),hierro suspensión (mg/kg fe),manganeso suspensión (mg/kg mn),niquel suspensión (mg/kg ni),plomo suspensión (mg/kg pb),zinc en suspensión (mg/kg zn),turbiedad (unt),plata suspensión (mg/kg ag),mercurio suspensión (mg/kg hg),ph (mv) (mv),salinidad (sal),saturación de oxígeno (%),alcalinidad total (mg/l caco3),cloruros (mg/l cl -),sulfatos (mg/l so4=),fósforo disuelto (mg/l po4),fósforo total (mg/l po4),nitrato (mg/l no3),nitrito (mg/l no2),nitrógeno amoniacal (mg/l nh4),nitrógeno total kjeldahl (mg/l n),carbono organico disuelto (mg/l),coliformes fecales (en nmp) (nmp/100 ml),coliformes totales (en nmp) (nmp/100 ml),cianuros libre (mg/l cn-),fenoles (mg/l c6h6o),sulfuros (mg/l s=),aerobios mesófilos totales (en ufc) (ufc/100 ml),coliformes fecales (en ufc) (ufc/100 ml),coliformes totales (en ufc) (ufc/100 ml),cianuros libre (cn-),sulfuros (s=),cianuros (mg/l cn-),color (u ptco),boro disuelto (ug/l b),boro total (ug/l b),selenio disuelto (ug/l se),selenio total (ug/l se),hidrocarburos totales (mg/l),boro suspensión (mg/kg b),selenio suspensión (mg/kg se),cobre total (cu),cromo disuelto (cr),cromo total (cr),hierro disuelto (fe),hierro total (fe),manganeso disuelto (mn),manganeso total (mn),mercurio disuelto (hg),mercurio total (hg),niquel disuelto (ni),niquel total (ni),plata disuelto (ag),plata total (ag),plomo disuelto (pb),plomo total (pb),selenio disuelto (se),selenio total (se),zinc disuelto (zn),zinc total (zn),fenoles (c6h6o),aerobios mesófilos totales (en ufc) (ufc/ml),hidrocarburos totales (),cadmio total (cd),cobre disuelto (cu),fósforo total (po4),arsenico total (as),boro disuelto (b),boro total (b),cadmio disuelto (cd),demanda bioquímica de oxígeno (o2),demanda química de oxígeno (o2),arsenico disuelto (as),magnesio total (mg),potasio disuelto (k),sodio disuelto (na),sulfatos (so4=),nitrato (no3),nitrito (no2),nitrógeno amoniacal (nh4),fósforo disuelto (po4),alcalinidad fenolftaleina (mg/l caco3),turbiedad (ntu),bismuto disuelto (ug/l bi),bismuto total (ug/l bi),talio disuelto (ug/l tl),talio total (ug/l tl),bismuto suspensión (mg/kg bi),talio en suspensión (mg/kg tl),presión parcial (mm hg),resistividad (ohm.cm),bismuto total (bi),talio disuelto (tl),talio total (tl),bismuto disuelto (bi),aerobios mesófilos totales (en nmp) (nmp/100 ml),cianuros (cn-),coliformes totales (en ufc) (),coliformes totales (en nmp) (),alcalinidad total (caco3),dureza total (caco3),magnesio disuelto (mg),potasio total (k),sodio total (na),nitrógeno total kjeldahl (n),aerobios mesófilos totales (en ufc) (),coliformes fecales (en nmp) (),coliformes fecales (en ufc) (),ph en laboratorio (u ph),sólidos sedimentables (ml/l),calcio disuelto (ca),calcio total (ca),cloruros (cl -),carbono orgánico total (mg/l)
1151, UMyCD,Octubre 2018,2018-10-16 11:10:00,-25.2654,-57.7289,Porteño,68.0,,,1008.0,4.53,7.05,642.3,19.7,662.0,23.4,44.82,54.99,120.0,10.61,14.37,8.33,8.64,176.34,197.78,1.4,83.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.4,53.7,60.6,124.4,239.47,0.247,0.871,0.54,0.074,0.12,0.26,,,,,0.001,0.001,24470000.0,12360.0,81580.0,,,,150.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.5,,,,,,,109.4,991.0,,,,,,,,,,,,,,,,,,,,,,,
1152, UMyCD,Octubre 2018,2018-10-17 08:25:00,-25.1073,-57.5467,Confuso,67.0,,,107.8,3.41,6.58,76.0,10.9,86.9,24.4,4.67,5.08,25.0,1.76,1.79,25.2,27.19,15.56,16.04,3.5,67.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,0.0,41.1,20.2,13.7,7.81,0.223,0.745,0.987,0.037,0.064,0.193,,,,,0.001,0.001,21483000.0,2520.0,37800.0,,,,125.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.6,,,,,,,83.6,9300.0,,,,,,,,,,,,,,,,,,,,,,,
1153, UMyCD,Octubre 2018,2018-10-17 10:54:00,-24.1896,-58.3002,Negro,86.0,,,288.0,2.49,6.77,209.0,3.5,212.5,24.3,8.2,8.32,39.0,5.62,5.67,40.14,48.32,49.75,51.22,2.4,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,0.0,30.2,31.2,68.6,42.51,0.529,1.806,0.487,0.147,0.16,1.12,,,,,0.001,0.001,13860000.0,3780.0,25200.0,,,,100.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.6,,,,,,,61.0,3480.0,,,,,,,,,,,,,,,,,,,,,,,
1154, UMyCD,Octubre 2018,2018-10-17 12:20:00,-23.8932,-58.4464,Montelindo,83.0,,,31800.0,6.34,8.03,22305.0,42.0,22347.0,30.9,1104.48,1129.88,3360.0,489.97,529.22,72.84,79.53,7983.02,8260.62,7.4,124.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.5,20.0,86.9,293.0,9477.1,5720.79,1.0,4.906,0.3,0.067,0.134,0.204,,,,,0.001,0.001,3410000.0,624.0,6200.0,,,,62.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,57.0,,,,,,,172.8,31.4,,,,,,,,,,,,,,,,,,,,,,,
1155, UMyCD,Octubre 2018,2018-10-17 13:15:00,-23.215,-59.2026,Verde,95.0,,,79500.0,14.16,8.86,55555.0,46.3,55601.3,34.0,951.95,999.16,7790.0,1604.97,1645.71,343.22,400.84,26631.3,27573.3,7.1,323.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-119.6,55.6,,580.7,24992.3,37531.6,0.978,3.07,0.42,0.022,0.006,0.378,,,,,0.001,0.001,11781000.0,1260.0,18900.0,,,,88.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.7,3.76,,,,,,,,12.57,,,,,,,,,,,,,,,,,,,,,,,
1156, UMyCD,Octubre 2018,2018-10-18 13:00:00,-24.4097,-58.8861,Confuso,97.0,,,126.0,2.2,6.56,88.0,3.8,91.8,28.3,6.02,6.06,23.0,2.63,2.74,8.15,10.57,12.85,14.16,7.4,67.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,27.3,33.8,11.7,3.21,1.0,3.37,0.19,0.036,0.04,0.173,,,,,0.001,0.001,16474000.0,3700.0,29900.0,,,,150.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.71,,,,,,,57.6,7910.0,,,,,,,,,,,,,,,,,,,,,,,
1157, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-29 14:15:00,-22.3781,-62.5186,Pilcomayo,259.0,0.544,19.0,1532.0,7.67,8.23,872.0,380.0,1262.0,27.9,79.0,,226.0,6.8,,7.9,,192.0,,2.0,,3.0,20.0,1.0,20.0,4.0,25.0,1.0,33.0,158.0,7154.0,9.0,158.0,,,2.0,22.0,1.0,20.0,1.0,38.0,1.0,92.0,,,55.26,86.84,18410.53,392.11,52.63,79.21,239.47,,,,-86.4,0.7,101.7,158.0,178.0,326.0,,,1.0,0.03,0.05,,,,,,,,,,,,,,5.0,877.0,439.0,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,1.0,20.0,1.0,20.0,,,199.7,652.0,,,,,,,,,,,,,,,,,,,,,,,
1158, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-29 06:30:00,-21.2588,-63.511,Pilcomayo,368.0,0.258,29.0,1540.0,7.9,8.45,1066.0,130.0,1193.0,23.6,39.24,39.43,240.5,35.35,38.35,11.6,11.7,216.8,219.1,5.0,3.0,6.0,27.0,1.0,20.0,4.0,29.0,3.0,36.0,195.0,2975.0,2.0,135.0,,,3.0,21.0,1.0,20.0,1.0,58.0,5.0,110.0,161.54,,192.31,253.85,21384.62,1023.08,138.46,356.92,807.69,,,,-97.7,0.7,97.9,135.0,219.3,302.1,,,,,,,,,,,,0.003,,,,,,,,657.0,378.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,192.0,1.0,23.0,1.0,21.0,176.92,161.54,191.7,650.0,,,,,,,,,,,,,,,,,,,,,,,
1159, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-27 11:20:00,-21.2393,-65.2089,San Juan del Oro,2328.0,0.198,1.0,1559.0,8.38,8.42,1292.0,24.0,1316.0,17.1,99.27,102.51,555.9,75.79,76.17,10.0,10.4,107.0,109.8,,,,,,,,,,,,,,,,,,,,,,,,,791.67,,,958.33,375.0,,,1666.67,,,,,-94.0,0.7,114.1,165.0,78.8,637.3,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,20.0,1.0,23.0,249.0,258.0,110.0,92.0,,,4.0,20.0,1.0,20.0,1.0,50.0,2.0,20.0,2.0,20.0,,,,20.0,2.0,,24.0,2672.0,1588.0,1.0,7.0,11.0,5.0,,,,,,,,,15.0,26.7,,,,,1166.67,1083.33,180.8,642.0,28.0,1.0,26.0,1.0,,,,,,,,,,,,,,,,,,,
1160, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-27 09:05:00,-20.7419,-65.2424,Tumusla,2326.0,0.656,4.0,1284.0,7.93,8.45,1116.0,84.0,1996.0,14.4,36.05,36.25,439.1,85.45,85.83,9.0,9.1,79.1,80.4,8.0,13.0,7.0,20.0,1.0,20.0,2.0,49.0,1.0,20.0,146.0,1938.0,35.0,131.0,,,4.0,20.0,1.0,20.0,1.0,168.0,5.0,367.0,,,559.52,,21333.33,1142.86,,1892.86,4309.52,,,,-94.7,0.6,101.8,120.0,47.1,576.8,,,,,,,,,,,,0.005,,,,,,,,1332.0,731.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,109.0,1.0,20.0,1.0,20.0,,,162.35,780.0,,,,,,,,,,,,,,,,,,,,,,,
1161, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-25 08:40:00,-19.4718,-65.7943,Tarapaya,3330.0,,,1138.0,6.65,7.81,746.0,112.0,861.0,11.0,65.04,65.44,222.7,15.28,15.63,18.1,18.6,96.7,97.4,24.0,37.0,36.0,79.0,2.0,20.0,31.0,64.0,1.0,20.0,506.0,5128.0,1172.0,647.0,,,9.0,20.0,1.0,20.0,1.0,28.0,685.0,1900.0,383.93,,294.64,,41267.86,,,88.39,10848.21,,,,-57.85,0.5,89.4,140.0,77.2,317.9,,,,,,,,,,,,0.004,,,,,,,,341.0,185.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,123.0,1.0,20.0,1.0,20.0,,,126.3,878.0,,,,,,,,,,,,,,,,,,,,,,,
1162, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-25 12:30:00,-19.3214,-65.5519,Colavi,3638.0,,,302.0,7.08,5.09,236.0,37.0,273.0,11.5,6.15,6.28,89.2,18.57,18.72,1.9,2.0,1.5,1.7,7.0,10.0,1.0,20.0,3.0,20.0,317.0,234.0,1.0,20.0,2489.0,7157.0,4550.0,2569.0,,,21.0,20.0,1.0,20.0,1.0,20.0,893.0,601.0,,,,,126162.16,,,489.19,,,,,94.35,0.1,100.5,5.0,2.0,65.0,,,,,,,,,,,,0.002,,,,,,,,48.0,52.0,1.0,20.0,,108.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,52.2,1.0,20.0,1.0,20.0,,,136.5,3315.0,,,,,,,,,,,,,,,,,,,,,,,
1163, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-24 13:00:00,-19.1324,-65.573,Pilcomayo,2788.0,,,1056.0,6.79,8.41,642.0,80.0,727.0,21.15,16.75,17.13,252.7,19.85,20.11,13.0,13.4,170.5,172.8,9.0,13.0,20.0,30.0,1.0,20.0,6.0,21.0,1.0,20.0,134.0,2051.0,282.0,256.0,,,2.0,20.0,1.0,20.0,1.0,29.0,69.0,403.0,125.0,,187.5,,23962.5,,,200.0,4175.0,,,,-95.2,0.5,106.75,125.0,186.4,137.7,,,,,,,,,,,,0.002,,,,,,,,1563.0,986.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,73.9,1.0,20.0,1.0,20.0,,,158.0,946.0,,,,,,,,,,,,,,,,,,,,,,,
1164, Unidad de Monitoreo y Centro de Datos,Septiembre 2019,2019-09-24 14:40:00,-19.1418,-65.5666,Tacobamba,2812.0,,,702.0,5.8,8.45,464.0,53.0,517.0,25.6,25.04,25.35,275.1,52.22,52.99,7.7,8.0,23.1,24.0,5.0,2.0,1.0,20.0,1.0,20.0,1.0,37.0,1.0,20.0,22.0,403.0,9.0,43.0,,,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,,,698.11,,7188.68,641.51,,,,,,,-98.1,0.3,100.2,180.0,3.2,199.0,,,,,,,,,,,,0.002,,,,,,,,83.0,69.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,34.3,1.0,20.0,1.0,20.0,,,145.8,1424.0,,,,,,,,,,,,,,,,,,,,,,,
1165, Unidad de Monitoreo y Centro de Datos,Marzo 2020,2020-03-15 08:20:00,-22.3781,-62.5186,Pilcomayo,256.0,,,666.0,6.53,7.84,424.0,7508.0,7916.0,27.9,54.2,78.0,218.51,16.7,19.8,5.1,6.3,56.8,59.0,15.3,78.0,2.0,45.0,0.5,0.8,10.0,86.0,10.0,93.0,100.0,119000.0,50.0,2000.0,0.5,0.5,1.0,85.0,5.0,5.0,1.0,103.0,50.0,370.0,5.73,0.11,11.45,12.39,15836.44,266.38,11.32,13.04,49.28,,,,-52.0,0.3,86.0,43.67,132.0,100.31,,,,,,,,,,,,,,,,,,,,500.0,500.0,1.0,4.0,,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,1100.0,10.0,10.0,50.0,50.0,,,169.8,1501.0,,,,,,,,,,,,,,,,,,,,,,,
1166, Unidad de Monitoreo y Centro de Datos,Julio 2020,2020-07-15 10:00:00,-19.4719,-65.7941,Tarapaya,,,,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.904,,,,,
1167, Unidad de Monitoreo y Centro de Datos,Julio 2020,2020-07-20 07:56:00,-19.4719,-65.7941,Tarapaya,,,,810.0,,7.08,574.0,113.0,687.0,4.5,45.4,54.4,231.0,9.5,10.0,17.2,20.4,90.0,96.0,86.0,124.0,6.0,75.0,0.5,19.0,10.0,110.0,10.0,10.0,100.0,10000.0,800.0,900.0,0.5,1.9,7.0,8.0,5.0,5.0,1.0,24.0,3110.0,7460.0,610.62,168.14,884.96,,88495.58,884.96,8.85,60.18,38495.58,,,16.81,,,,,61.0,73.0,,,0.9,0.025,20.0,,,,,0.004,0.022,,,4300000.0,,,,,5.0,300.0,300.0,1.0,6.0,,0.0,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,10.0,10.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,7.788,3.1,,,,
1168, Unidad de Monitoreo y Centro de Datos,Julio 2020,2020-07-23 10:00:00,-19.4719,-65.7941,Tarapaya,,,,1105.0,,,745.0,329.0,1074.0,,37.4,39.9,213.0,12.8,14.7,28.1,80.2,88.0,100.0,,360.0,2.0,397.0,30.0,79.0,26.0,624.0,10.0,10.0,100.0,53000.0,1700.0,1900.0,3.0,5.2,16.0,24.0,5.0,9.0,1.0,632.0,11000.0,25000.0,1200.61,148.94,1817.63,,161094.22,607.9,24.32,1835.56,42553.19,,27.36,6.69,,,,,70.6,180.0,,,0.8,0.012,53.3,,,,,0.004,0.062,,,1500000.0,4600000.0,,,,28.0,300.0,300.0,1.0,7.0,,0.0,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,10.0,10.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,6.883,14.0,,,,
1169, Unidad de Monitoreo y Centro de Datos,Julio 2020,2020-07-20 08:41:00,-19.5783,-65.8033,Aljamayu,,,,1360.0,,6.61,977.0,160.0,1137.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.75,275.0,2768.75,,155625.0,2500.0,137.5,,156250.0,,,10.63,,,,,,,,,,,,,,,,,,,,,,0.004,,,7.0,,,,,,0.0,37.5,478.0,10.0,10.0,100.0,25000.0,2900.0,3300.0,0.5,1.7,12.0,34.0,5.0,5.0,1.0,21.0,1.0,6.0,11000.0,36000.0,0.024,,,83.0,35.0,,144.0,400.0,400.0,39.0,65.0,100.0,1.0,23.0,29.2,101.0,370.0,1.2,0.143,45.7,,,222.0,,,,,,,,,10.0,50.0,50.0,10.0,,,,,,413.0,21.4,32.2,104.0,,,,46000000.0,6.99,11.0,74.6,83.6,76.9,
1170, Unidad de Monitoreo y Centro de Datos,Julio 2020,2020-07-23 10:30:00,-19.5783,-65.8033,Aljamayu,,,,867.0,,,539.0,90.0,629.0,,45.4,49.1,228.0,9.8,11.2,13.8,14.2,25.8,82.5,,110.0,6.0,55.0,5.0,13.0,13.0,73.0,10.0,10.0,100.0,7000.0,800.0,900.0,0.5,2.9,6.0,7.0,5.0,5.0,1.0,15.0,4000.0,7000.0,544.44,88.89,666.67,,77777.78,1111.11,11.11,13.33,33333.33,,,32.22,,,,,57.1,74.0,,,0.4,0.013,24.1,,,,,0.004,0.064,,,,,,,,5.0,300.0,300.0,1.0,5.0,,0.0,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,10.0,10.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,7.248,3.0,,,,
1171, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-20 06:40:00,-21.2589,-63.5116,Pilcomayo,410.0,0.49,65.0,598.0,7.45,7.99,412.0,1974.0,2386.0,27.35,42.09,43.88,180.0,18.57,16.64,7.93,6.71,55.52,54.85,5.0,2.0,2.0,25.0,0.5,0.5,10.0,63.0,10.0,63.0,100.0,78000.0,50.0,2000.0,0.5,0.5,1.0,64.0,5.0,5.0,1.0,59.0,50.0,270.0,11.65,0.25,31.91,31.91,39463.02,1013.17,32.42,25.87,136.78,,,,-58.8,0.2,98.2,76.0,69.43,99.3,,,,,,,,,,,,0.001,,,,,,,,200.0,300.0,1.0,3.0,,50.66,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1100.0,10.0,10.0,50.0,50.0,,,190.1,1674.0,,,,,,,,,,,,,,,,,,,,,,,
1172, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-17 11:45:00,-21.2394,-65.2087,San Juan del Oro,2333.0,,,1697.0,6.885,8.3,1398.0,197.0,1595.0,25.4,103.6,98.1,720.0,92.92,81.59,14.22,12.19,103.04,102.37,5.0,2.0,2.0,3.0,0.5,0.5,10.0,10.0,10.0,10.0,100.0,4000.0,50.0,100.0,0.5,0.5,1.0,1.0,5.0,5.0,1.0,5.0,50.0,50.0,5.08,,,,20304.57,253.81,,,,,,,-76.9,0.8,111.8,186.0,90.96,717.5,,,,,,,,,,,,0.001,,,,,,,,1100.0,1100.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,300.0,10.0,10.0,50.0,50.0,,,172.3,589.0,,,,,,,,,,,,,,,,,,,,,,,
1173, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-17 08:47:00,-20.7423,-65.2406,Tumusla,2344.0,,,1344.0,7.08,8.5,1122.0,250.0,1572.0,20.4,86.59,84.47,624.4,110.83,97.01,11.47,11.09,46.86,45.24,5.0,2.0,5.0,8.0,0.5,0.5,10.0,10.0,10.0,10.0,100.0,9000.0,100.0,400.0,0.5,0.5,1.0,6.0,5.0,5.0,1.0,9.0,50.0,50.0,12.0,,,,36000.0,1200.0,20.0,,,,,,-86.2,0.6,103.85,149.5,47.89,558.0,,,,,,,,,,,,0.001,,,,,,,,1300.0,1500.0,1.0,1.0,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,252.0,10.0,10.0,50.0,50.0,,,162.55,744.0,,,,,,,,,,,,,,,,,,,,,,,
1174, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-16 08:45:00,-19.4719,-65.7943,Tarapaya,3353.0,0.446,0.0,1555.0,6.05,7.78,1164.0,147.0,1311.0,14.1,147.2,152.1,472.0,24.93,20.78,26.03,26.15,112.39,98.41,47.0,59.0,35.0,160.0,2.0,10.0,17.0,85.0,10.0,10.0,400.0,14000.0,1800.0,1900.0,0.5,0.5,11.0,11.0,5.0,5.0,1.0,19.0,920.0,3880.0,850.34,54.42,462.59,,92517.01,680.27,0.0,,20136.05,,,,-44.85,0.7,88.0,181.0,111.0,453.8,,,,,,,,,,,,0.001,,,,,,,,400.0,400.0,1.0,3.0,,0.0,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,242.0,10.0,10.0,50.0,50.0,,,123.1,642.5,,,,,,,,,,,,,,,,,,,,,,,
1175, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-16 12:55:00,-19.3217,-65.552,Colavi,3650.0,,,302.0,6.03,5.66,1106.0,96.0,1202.0,18.1,24.12,29.84,140.0,19.4,16.64,3.29,1.94,2.57,1.14,5.0,2.0,1.0,1.0,2.0,2.0,215.0,253.0,10.0,10.0,800.0,6000.0,4000.0,4000.0,0.5,0.5,19.0,20.0,5.0,5.0,1.0,2.0,810.0,830.0,,0.0,395.83,,54166.67,0.0,10.42,,208.33,,,,74.6,0.1,99.3,30.0,2.8,131.0,,,,,,,,,,,,0.001,,,,,,,,60.0,70.0,1.0,1.0,,104.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,39.4,10.0,10.0,50.0,50.0,,,132.9,3300.0,,,,,,,,,,,,,,,,,,,,,,,
1176, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-15 13:45:00,-19.1324,-65.5726,Pilcomayo,2783.0,,,1108.0,5.91,8.38,718.0,32.0,750.0,23.8,56.26,56.71,252.0,26.31,24.38,16.19,14.51,121.87,105.03,5.0,5.0,18.0,31.0,0.5,0.5,10.0,10.0,10.0,10.0,100.0,11000.0,200.0,400.0,0.5,0.5,1.0,5.0,5.0,5.0,1.0,9.0,50.0,210.0,406.25,,,,343750.0,6250.0,125.0,,6562.5,,,,-81.7,0.5,98.85,161.5,162.63,127.7,,,,,,,,,,,,0.001,,,,,,,,1600.0,1800.0,1.0,1.0,,6250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,343.0,10.0,10.0,50.0,50.0,,,143.9,902.0,,,,,,,,,,,,,,,,,,,,,,,
1177, Unidad de Monitoreo y Centro de Datos,Diciembre 2020,2020-12-15 14:45:00,-19.1323,-65.5699,Tacobamba,2793.0,,,794.0,5.62,8.36,625.0,85.0,710.0,26.4,25.81,43.81,400.0,63.7,59.56,11.38,10.9,20.46,18.1,5.0,2.0,1.0,1.0,0.5,0.5,10.0,10.0,10.0,10.0,100.0,4000.0,50.0,100.0,0.5,0.5,1.0,1.0,5.0,5.0,1.0,1.0,50.0,50.0,,,,,47058.82,1176.47,11.76,,,,,,-79.6,0.3,98.9,215.5,10.16,164.2,,,,,,,,,,,,0.001,,,,,,,,200.0,200.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,78.3,10.0,10.0,50.0,50.0,,,142.8,1258.0,,,,,,,,,,,,,,,,,,,,,,,
1178, Unidad de Monitoreo y Centro de Datos,Agosto 2021,2021-08-08 11:00:00,-22.3785,-62.5188,Pilcomayo,253.0,1.092,47.0,1371.0,8.38,8.19,904.0,543.0,1420.0,20.6,57.05,51.02,344.0,42.9,43.46,7.25,7.44,146.12,153.98,5.0,3.403,2.0,7.0,0.5,0.5,10.0,10.0,10.0,11.0,6000.0,16000.0,200.0,200.0,0.5,0.5,6.0,8.0,5.0,5.0,4.0,13.0,50.0,50.0,9.21,,,20.26,18416.21,0.0,3.68,10.59,,,,,-68.5,0.6,96.5,118.0,191.44,304.1,,,0.78,,,,7.0,,,0.05,,0.005,,,,,,,,700.0,700.0,1.0,1.0,,0.0,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,10.0,10.0,50.0,50.0,,,193.3,733.0,,,,,,,,,,,,,,,,,,,,,,,
1179, Unidad de Monitoreo y Centro de Datos,Agosto 2021,2021-08-09 07:45:00,-21.2579,-63.5125,Pilcomayo,,,,1329.0,8.37,8.44,834.0,11.0,838.0,21.3,45.99,44.34,360.0,44.29,45.39,6.63,7.01,144.31,151.55,5.0,2.736,3.0,4.0,0.5,0.5,10.0,10.0,10.0,10.0,200.0,200.0,50.0,50.0,0.5,0.5,1.0,1.0,5.0,5.0,1.0,1.0,50.0,50.0,90.91,,,,0.0,,,,,,,,-83.2,0.6,98.1,120.5,185.7,284.1,,,1.03,,,,7.0,,,0.05,,0.004,,,,,,,,800.0,800.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,10.0,10.0,50.0,50.0,,,195.1,754.0,,,,,,,,,,,,,,,,,,,,,,,
